,userID,contactID,date_day,date_month,date_year,date_hour,date_minute,date_second
2649,19433,73253,6,4,2008,18,30,41
2650,19433,83844,26,6,2008,2,24,23
2651,19500,11690,6,1,2009,18,13,48
2652,19500,18666,6,1,2009,17,41,50
2653,19500,27994,6,1,2009,17,32,19
2654,19500,33625,6,1,2009,17,40,41
2655,19500,34396,6,1,2009,18,33,31
2656,19500,44917,6,1,2009,17,47,22
2657,19500,44978,6,1,2009,17,42,31
2658,19500,46279,6,1,2009,17,41,12
2659,19500,52717,6,1,2009,17,44,8
2660,19500,65191,6,1,2009,17,41,48
2661,19500,70182,6,1,2009,17,42,53
2662,19500,80991,6,1,2009,17,43,43
2663,19500,89182,6,1,2009,17,43,4
2664,19500,91381,6,1,2009,17,41,4
2665,19500,98963,6,1,2009,17,39,35
2666,19500,104140,6,1,2009,17,46,6
2667,19560,3743,5,10,2006,2,52,39
2668,19560,99132,16,6,2006,11,56,56
2669,19560,106378,13,5,2010,9,23,58
2670,19622,147,22,5,2007,11,51,34
2671,19622,2831,10,8,2009,19,15,39
2672,19622,14759,24,4,2007,12,42,19
2673,19622,15565,7,4,2007,3,19,22
2674,19622,29415,5,11,2006,22,57,1
2675,19622,35440,30,11,2006,2,41,11
2676,19622,56885,26,9,2006,6,31,21
2677,19622,61193,30,6,2007,1,41,59
2678,19634,1505,27,6,2007,16,5,40
2679,19634,54473,27,6,2007,16,3,59
2680,19634,62398,27,6,2007,16,5,55
2681,19634,104768,27,6,2007,16,1,47
2682,19688,4237,26,8,2010,18,51,3
2683,19688,24227,26,8,2010,18,49,47
2684,19688,32910,26,8,2010,18,51,33
2685,19688,35030,26,8,2010,18,50,36
2686,19688,104743,26,8,2010,20,19,46
2687,19812,788,18,3,2009,15,26,2
2688,19812,1263,3,1,2009,22,29,55
2689,19812,1423,7,4,2010,19,42,30
2690,19812,12299,12,7,2009,19,53,42
2691,19812,17308,20,12,2008,21,20,3
2692,19812,17711,3,1,2009,21,4,44
2693,19812,21566,9,11,2008,5,52,20
2694,19812,23849,30,8,2008,23,45,4
2695,19812,30669,15,9,2008,18,56,0
2696,19812,31272,16,2,2009,19,58,43
2697,19812,31503,11,10,2009,20,25,7
2698,19812,31994,30,9,2008,19,34,4
2699,19812,35010,4,1,2009,20,23,17
2700,19812,37851,25,12,2008,23,30,7
2701,19812,40001,13,5,2010,2,52,12
2702,19812,40523,13,11,2008,15,56,16
2703,19812,41461,14,4,2009,9,6,12
2704,19812,41911,8,10,2008,18,58,39
2705,19812,42525,2,11,2009,14,29,24
2706,19812,44871,29,11,2009,19,30,19
2707,19812,45276,13,11,2008,0,58,21
2708,19812,47252,7,1,2010,17,4,53
2709,19812,49031,22,3,2010,0,53,39
2710,19812,49329,22,10,2008,7,27,34
2711,19812,49394,9,1,2009,6,6,47
2712,19812,51985,2,10,2008,18,10,55
2713,19812,52177,17,10,2008,23,18,37
2714,19812,52355,22,6,2008,1,18,50
2715,19812,52474,11,4,2010,23,37,53
2716,19812,53624,26,10,2008,22,1,55
2717,19812,54005,10,11,2008,20,49,34
2718,19812,55395,27,1,2009,1,23,12
2719,19812,58464,9,9,2008,18,17,0
2720,19812,58898,21,10,2008,14,53,2
2721,19812,59979,21,6,2008,12,34,27
2722,19812,60349,27,11,2008,0,16,44
2723,19812,60597,5,10,2009,9,41,16
2724,19812,61823,5,1,2009,10,2,3
2725,19812,62346,26,10,2008,18,33,32
2726,19812,63285,2,1,2010,18,19,8
2727,19812,64432,26,12,2009,18,57,6
2728,19812,64467,13,12,2008,16,46,5
2729,19812,64555,9,9,2008,19,12,54
2730,19812,66713,23,10,2008,17,25,37
2731,19812,68174,23,3,2010,16,49,37
2732,19812,70831,21,11,2008,14,58,48
2733,19812,71664,4,2,2009,3,25,52
2734,19812,75445,12,2,2009,5,9,20
2735,19812,76566,12,11,2008,9,11,46
2736,19812,80743,13,1,2009,16,14,33
2737,19812,80959,30,7,2009,13,32,11
2738,19812,81102,4,1,2010,22,36,7
2739,19812,81173,31,12,2008,11,25,45
2740,19812,82073,8,9,2009,15,32,10
2741,19812,83447,13,11,2008,20,24,32
2742,19812,84229,11,2,2009,3,32,21
2743,19812,86268,21,1,2009,0,44,31
2744,19812,89990,24,3,2009,6,27,26
2745,19812,92968,10,8,2010,22,32,46
2746,19812,93594,21,8,2008,22,41,50
2747,19812,94282,5,7,2009,9,57,13
2748,19812,100668,17,12,2008,19,52,30
2749,19812,100884,10,9,2008,21,31,26
2750,19812,101063,9,3,2009,21,5,13
2751,19812,101198,20,12,2008,21,37,54
2752,19812,101946,26,6,2008,5,18,32
2753,19812,102218,15,11,2008,6,15,44
2754,19812,102248,6,4,2010,19,48,54
2755,19812,102824,13,4,2009,14,57,35
2756,19812,104274,17,3,2009,5,27,34
2757,19812,106833,17,3,2010,8,1,12
2758,19812,107636,3,9,2008,19,35,53
2759,20104,2232,9,4,2007,17,14,1
2760,20104,66662,9,4,2007,17,10,40
2761,20104,70647,9,4,2007,17,3,4
2762,20104,77066,9,4,2007,17,16,9
2763,20104,79911,9,4,2007,17,3,47
2764,20104,98127,9,4,2007,17,8,33
2765,20181,3836,4,5,2006,16,18,55
2766,20214,6677,4,5,2006,16,18,55
2767,20214,16162,26,1,2008,23,50,33
2768,20214,89391,29,12,2006,0,18,43
2769,20235,14386,10,9,2008,22,13,45
2770,20235,29480,10,9,2008,21,46,55
2771,20235,31429,10,9,2008,21,45,27
2772,20235,46901,17,9,2008,20,12,38
2773,20235,51114,10,9,2008,21,44,24
2774,20235,78214,10,9,2008,21,44,41
2775,20235,84620,10,9,2008,21,45,35
2776,20235,97600,15,10,2008,20,27,59
2777,20235,98495,27,9,2008,18,1,49
2778,20269,8612,4,5,2006,16,18,55
2779,20269,35089,4,5,2006,16,18,55
2780,20269,52867,4,5,2006,16,18,55
2781,20269,74110,25,8,2007,17,42,36
2782,20269,96991,19,8,2007,2,34,16
2783,20269,103809,17,4,2007,21,8,25
2784,20269,106631,31,3,2008,22,24,59
2785,20410,9985,14,5,2008,8,23,47
2786,20410,37874,14,5,2008,11,49,52
2787,20410,45095,13,5,2008,15,47,26
2788,20410,52876,15,5,2008,8,10,16
2789,20410,79789,16,5,2008,8,1,47
2790,20410,102146,27,5,2008,13,48,26
2791,20462,5584,11,4,2008,16,12,39
2792,20462,26183,2,5,2008,0,15,44
2793,20462,41072,24,9,2008,17,44,44
2794,20462,72718,10,3,2008,12,41,44
2795,20533,10125,12,12,2007,15,7,46
2796,20533,15728,3,5,2007,14,31,11
2797,20533,24608,22,5,2008,15,30,32
2798,20533,30815,27,3,2007,15,15,3
2799,20533,34764,14,3,2007,19,29,18
2800,20533,45974,15,7,2008,22,48,53
2801,20533,49816,18,7,2009,22,11,29
2802,20533,52303,21,3,2007,2,31,5
2803,20614,7328,22,2,2008,14,24,40
2804,20614,8484,22,3,2008,12,29,51
2805,20614,15991,25,10,2006,9,54,48
2806,20614,30018,12,11,2007,21,26,26
2807,20614,31809,27,11,2006,23,29,40
2808,20614,48810,27,11,2006,13,52,56
2809,20614,52751,29,7,2007,19,49,58
2810,20614,63556,4,3,2008,0,48,21
2811,20614,78404,21,2,2007,17,40,18
2812,20614,93793,22,2,2007,8,19,19
2813,20614,97770,4,1,2007,15,35,29
2814,20719,10740,21,6,2008,3,13,7
2815,20719,40599,22,10,2006,10,27,22
2816,20719,105661,21,4,2007,1,31,7
2817,20889,16915,7,6,2007,14,31,41
2818,20889,35848,10,12,2009,23,55,13
2819,20889,36200,7,6,2007,14,23,25
2820,20889,36735,30,5,2007,18,33,37
2821,20889,36746,27,12,2007,14,29,18
2822,20889,39840,25,12,2007,17,9,25
2823,20889,56997,24,5,2007,16,38,41
2824,20889,75561,24,11,2007,21,56,56
2825,20889,89838,19,6,2007,0,34,46
2826,20889,95237,7,5,2007,22,26,2
2827,20949,4031,14,5,2007,11,19,36
2828,20949,5024,30,4,2009,2,58,59
2829,20949,22526,15,8,2007,15,57,17
2830,20949,28539,28,9,2008,7,14,24
2831,20949,29555,15,8,2009,0,50,42
2832,20949,44451,25,5,2007,9,53,5
2833,20949,46674,3,2,2009,3,45,54
2834,20949,47951,5,8,2007,8,36,22
2835,20949,60735,2,6,2008,9,48,55
2836,20949,61034,17,10,2007,5,1,18
2837,20949,63896,9,9,2007,8,51,40
2838,20949,65215,15,2,2010,5,14,52
2839,20949,75391,2,3,2008,19,47,50
2840,20949,79357,14,4,2009,1,8,46
2841,20949,105714,16,8,2007,16,31,51
2842,21050,57151,13,3,2008,16,22,19
2843,21050,59208,27,6,2008,15,43,57
2844,21073,15116,11,7,2008,11,55,6
2845,21073,22617,11,7,2008,11,27,10
2846,21073,32387,11,7,2008,11,24,2
2847,21073,58935,11,7,2008,11,24,2
2848,21073,64040,11,7,2008,11,54,22
2849,21073,69892,11,7,2008,11,22,48
2850,21073,98179,11,7,2008,11,25,24
2851,21073,107385,11,7,2008,11,29,16
2852,21127,427,30,6,2009,16,45,9
2853,21127,15049,16,1,2007,4,55,43
2854,21127,95023,31,8,2006,20,0,27
2855,21127,97841,12,8,2008,11,4,41
2856,21127,97951,31,1,2008,14,18,10
2857,21148,17462,17,5,2010,12,39,46
2858,21148,39299,12,5,2010,12,32,7
2859,21148,43570,12,5,2010,12,30,34
2860,21148,51149,12,5,2010,12,32,12
2861,21148,56637,12,5,2010,12,36,44
2862,21307,1933,11,2,2008,20,45,13
2863,21307,10949,26,5,2010,12,23,47
2864,21307,24009,18,1,2008,1,26,26
2865,21307,29658,28,4,2009,13,4,10
2866,21307,39968,23,10,2006,21,21,35
2867,21307,51283,11,2,2007,21,32,54
2868,21307,52751,2,7,2008,10,55,41
2869,21307,55034,7,10,2008,13,42,1
2870,21307,90582,20,12,2008,13,34,35
2871,21343,5046,1,10,2009,14,3,37
2872,21343,25835,1,10,2009,14,4,44
2873,21343,28843,1,10,2009,14,6,46
2874,21343,40324,1,10,2009,14,3,53
2875,21343,44010,1,10,2009,14,7,47
2876,21343,45232,1,10,2009,14,6,47
2877,21343,53410,1,10,2009,14,9,21
2878,21343,54847,1,10,2009,14,8,40
2879,21343,62997,9,10,2008,21,13,46
2880,21343,65446,1,10,2009,14,14,39
2881,21343,74379,4,9,2008,22,29,5
2882,21343,83181,1,10,2009,14,5,11
2883,21343,87693,9,10,2008,17,18,7
2884,21343,90925,9,10,2008,21,7,3
2885,21343,92341,1,10,2009,14,6,59
2886,21343,96313,1,10,2009,14,6,27
2887,21343,102379,4,9,2008,22,49,27
2888,21503,10253,2,7,2007,15,31,56
2889,21503,15260,9,12,2006,13,31,50
2890,21503,18115,7,12,2007,0,40,30
2891,21503,18588,7,8,2006,17,56,1
2892,21503,37213,3,2,2009,5,52,28
2893,21503,41685,19,12,2006,1,27,44
2894,21503,47658,28,12,2006,4,20,33
2895,21503,49238,7,11,2007,7,14,58
2896,21503,54461,7,11,2007,2,15,47
2897,21503,55826,18,6,2006,14,12,15
2898,21503,61193,14,7,2006,15,15,11
2899,21503,62149,11,12,2006,14,56,40
2900,21503,75626,24,11,2006,22,13,2
2901,21503,90178,11,11,2006,18,4,17
2902,21503,93867,29,7,2006,1,30,35
2903,21503,95487,12,1,2009,22,9,10
2904,21503,100111,6,2,2007,18,37,43
2905,21566,788,13,5,2009,19,32,35
2906,21566,19812,9,11,2008,6,7,43
2907,21566,23849,24,10,2008,22,31,40
2908,21566,28115,28,5,2009,22,36,57
2909,21566,31503,14,11,2008,1,29,1
2910,21566,31994,8,3,2009,14,27,7
2911,21566,37851,17,5,2009,1,35,34
2912,21566,44166,25,8,2008,20,36,26
2913,21566,44712,2,10,2008,23,35,47
2914,21566,49031,23,9,2008,16,2,38
2915,21566,52177,29,8,2008,17,35,3
2916,21566,52355,9,11,2008,21,24,17
2917,21566,53624,2,11,2008,0,38,0
2918,21566,58464,5,11,2008,2,39,37
2919,21566,59979,28,10,2008,19,24,27
2920,21566,62346,8,11,2008,13,31,34
2921,21566,64555,16,10,2009,3,25,6
2922,21566,66713,13,5,2009,15,24,21
2923,21566,70831,15,3,2008,20,58,6
2924,21566,81173,6,1,2009,9,56,43
2925,21566,84229,5,5,2008,16,25,2
2926,21566,93594,20,4,2009,20,22,31
2927,21566,100884,20,3,2009,4,47,40
2928,21566,101198,30,3,2009,11,50,37
2929,21566,101946,5,11,2008,2,7,8
2930,21566,107636,27,10,2008,19,27,46
2931,21619,12690,16,8,2006,13,6,39
2932,21619,35518,29,9,2007,8,28,0
2933,21619,42679,24,9,2006,23,14,37
2934,21619,52515,17,8,2006,10,19,33
2935,21619,77302,10,8,2006,17,4,53
2936,21619,95606,4,11,2006,19,46,14
2937,21619,99093,11,8,2006,6,41,35
2938,21634,9909,12,8,2010,15,1,40
2939,21634,30064,12,8,2010,15,1,45
2940,21634,33121,12,8,2010,15,2,3
2941,21634,36493,12,8,2010,15,1,43
2942,21634,42630,12,8,2010,15,1,38
2943,21634,44303,12,8,2010,15,1,34
2944,21634,57505,12,8,2010,15,1,45
2945,21634,82141,12,8,2010,15,1,45
2946,21634,82284,12,8,2010,15,1,35
2947,21634,90290,12,8,2010,15,1,35
2948,21634,104291,12,8,2010,15,1,35
2949,21634,104354,12,8,2010,15,6,23
2950,21682,16042,31,8,2007,17,12,58
2951,21682,23100,27,6,2007,0,28,51
2952,21682,53725,17,3,2007,17,25,3
2953,21682,67528,21,7,2007,12,47,6
2954,21682,89083,18,4,2007,11,26,1
2955,21682,103593,19,5,2008,22,11,28
2956,21682,107005,30,8,2007,19,29,12
2957,21733,13469,26,5,2008,7,0,36
2958,21733,22681,7,4,2008,13,44,30
2959,21733,26550,12,5,2008,22,29,25
2960,21733,58088,27,12,2007,9,34,51
2961,21733,70497,2,5,2008,21,30,19
2962,21733,103884,28,7,2008,19,29,22
2963,21779,1263,2,8,2008,12,16,30
2964,21779,40523,12,10,2009,12,56,52
2965,21779,49031,4,5,2006,16,18,55
2966,21779,61937,3,11,2009,14,55,43
2967,21779,92419,16,10,2007,17,16,15
2968,21779,95278,1,9,2006,19,31,44
2969,21862,6263,26,11,2008,22,10,10
2970,21862,24208,11,12,2007,16,51,22
2971,21862,53147,20,5,2009,23,37,7
2972,21862,71322,19,5,2010,20,11,13
2973,21862,100456,15,2,2009,20,41,57
2974,21862,101084,12,12,2007,1,48,1
2975,21994,11932,20,10,2010,12,4,52
2976,21994,50854,19,10,2010,12,1,44
2977,21994,58150,19,10,2010,12,1,11
2978,21994,73473,19,10,2010,11,59,48
2979,21994,79770,19,10,2010,12,0,30
2980,21994,100232,19,10,2010,12,0,15
2981,22005,8016,4,8,2009,7,11,50
2982,22005,27706,3,8,2009,19,32,30
2983,22005,41470,3,8,2009,19,37,45
2984,22005,44987,3,8,2009,19,34,17
2985,22005,66428,3,8,2009,19,32,40
2986,22005,71831,3,8,2009,19,32,0
2987,22005,79744,3,8,2009,19,42,30
2988,22005,80502,3,8,2009,19,31,54
2989,22054,9985,27,2,2007,12,44,3
2990,22054,28594,18,3,2008,4,53,46
2991,22054,44568,10,6,2007,2,29,49
2992,22054,53104,2,4,2007,11,47,31
2993,22054,73226,16,5,2007,11,49,11
2994,22054,73797,19,1,2007,10,13,35
2995,22054,96288,16,5,2007,11,8,45
2996,22054,105096,1,1,2009,18,2,17
2997,22091,319,4,10,2007,17,45,42
2998,22091,33457,15,2,2008,4,24,30
2999,22091,84124,30,1,2008,21,41,2
3000,22091,95023,25,10,2007,18,45,16
3001,22091,96577,17,8,2007,13,59,48
3002,22091,99536,12,8,2008,13,48,35
3003,22091,103371,17,5,2010,15,46,47
3004,22163,7461,2,9,2006,10,20,9
3005,22163,31602,4,5,2006,16,18,55
3006,22163,34537,12,11,2006,1,43,9
3007,22163,40523,31,3,2007,17,53,24
3008,22163,48330,4,5,2006,16,18,55
3009,22163,52867,4,5,2006,16,18,55
3010,22163,55976,4,5,2006,16,18,55
3011,22163,75204,27,4,2007,12,40,13
3012,22163,85268,26,4,2007,8,21,51
3013,22163,86875,4,5,2006,16,18,55
3014,22225,10691,16,7,2009,18,27,56
3015,22225,15408,29,6,2008,22,52,41
3016,22225,36332,25,9,2008,15,48,15
3017,22225,39968,30,10,2009,3,4,22
3018,22225,47559,27,3,2010,7,4,12
3019,22225,92968,19,5,2009,5,20,58
3020,22245,5802,15,10,2010,1,50,5
3021,22245,80270,15,10,2010,13,27,4
3022,22245,92476,14,10,2010,23,6,56
3023,22245,93917,15,10,2010,13,40,6
3024,22245,102562,15,10,2010,0,8,1
3025,22245,102589,14,10,2010,3,20,31
3026,22445,2393,14,10,2010,14,45,44
3027,22445,38668,14,10,2010,14,46,55
3028,22445,41759,14,10,2010,14,45,49
3029,22445,55301,14,10,2010,14,47,41
3030,22445,58602,14,10,2010,14,53,34
3031,22445,62149,14,10,2010,15,25,31
3032,22445,91446,14,10,2010,14,54,54
3033,22445,92318,14,10,2010,14,52,37
3034,22445,95874,14,10,2010,15,0,55
3035,22445,96895,14,10,2010,14,53,20
3036,22507,2055,16,10,2007,21,49,36
3037,22507,30221,19,2,2007,9,29,20
3038,22507,42250,10,11,2008,20,33,9
3039,22507,43554,19,2,2007,4,36,11
3040,22507,76680,2,12,2008,21,58,13
3041,22526,9145,30,6,2009,4,51,45
3042,22526,10313,15,9,2008,5,9,45
3043,22526,20949,8,8,2007,10,48,23
3044,22526,29555,23,5,2008,1,1,45
3045,22526,44451,30,8,2007,3,27,52
3046,22526,47951,8,10,2008,2,22,39
3047,22526,49159,6,7,2009,23,45,7
3048,22526,61034,17,10,2007,5,1,25
3049,22526,63896,26,3,2008,7,32,58
3050,22526,75391,22,3,2008,22,53,17
3051,22526,105714,7,9,2007,5,6,32
3052,22546,11829,5,11,2006,21,9,17
3053,22546,36075,31,7,2007,18,58,39
3054,22546,42450,29,1,2009,18,18,50
3055,22546,70202,7,12,2007,7,39,6
3056,22546,74271,18,11,2007,15,1,4
3057,22563,1296,12,9,2007,12,19,2
3058,22617,15116,11,7,2008,11,45,2
3059,22617,21073,11,7,2008,11,28,18
3060,22617,32387,11,7,2008,11,16,43
3061,22617,58935,11,7,2008,11,23,7
3062,22617,60610,11,7,2008,11,52,8
3063,22617,64040,11,7,2008,11,52,56
3064,22617,69892,11,7,2008,11,20,15
3065,22617,98179,11,7,2008,11,28,18
3066,22617,107385,11,7,2008,11,21,33
3067,22681,14349,19,9,2007,7,26,42
3068,22681,21733,23,10,2007,17,45,25
3069,22681,26550,2,1,2007,9,10,1
3070,22681,78303,5,10,2007,7,42,4
3071,22681,103884,12,5,2007,15,6,17
3072,22688,11367,15,9,2010,14,14,48
3073,22688,79280,15,9,2010,14,38,28
3074,22728,147,24,11,2006,15,57,24
3075,22728,78003,24,11,2006,15,57,36
3076,22728,85755,7,2,2008,2,51,56
3077,22728,88108,6,12,2006,22,16,21
3078,22743,1952,24,11,2006,9,56,13
3079,22743,10486,12,2,2009,13,15,17
3080,22743,36549,17,3,2008,12,5,56
3081,22743,72551,8,2,2007,17,34,34
3082,22791,2300,24,9,2009,0,31,3
3083,22791,24346,24,9,2009,1,15,35
3084,22791,25515,25,9,2009,19,14,13
3085,22791,40146,24,9,2009,12,29,39
3086,22791,43204,24,9,2009,0,24,35
3087,22791,54425,24,9,2009,4,56,38
3088,22791,72574,25,9,2009,18,12,17
3089,22791,74053,24,9,2009,14,7,55
3090,22791,94012,24,9,2009,1,30,35
3091,22791,105759,24,9,2009,15,54,45
3092,22919,3083,9,9,2006,10,6,6
3093,22919,36549,14,3,2008,10,0,42
3094,23026,12994,26,6,2007,20,48,19
3095,23026,55826,22,10,2007,9,53,11
3096,23026,67148,28,7,2009,1,20,23
3097,23026,100111,12,4,2007,20,50,21
3098,23026,104800,2,3,2009,22,17,43
3099,23100,16553,26,12,2006,21,47,10
3100,23100,21682,15,3,2007,13,55,54
3101,23100,48586,13,3,2008,2,14,55
3102,23100,56419,21,9,2008,15,45,32
3103,23100,70307,1,8,2007,3,5,32
3104,23100,92890,24,2,2007,3,23,0
3105,23135,6585,17,5,2009,12,55,20
3106,23135,42186,19,11,2008,8,58,42
3107,23135,58346,25,10,2008,18,20,11
3108,23135,75749,19,2,2009,17,1,28
3109,23135,77180,14,1,2009,18,21,8
3110,23199,12751,11,2,2007,13,5,14
3111,23199,25074,25,10,2006,0,32,50
3112,23199,51722,11,2,2008,14,13,57
3113,23199,54968,13,3,2007,15,44,6
3114,23199,94632,24,5,2008,10,25,52
3115,23351,2315,15,6,2010,10,38,46
3116,23351,11829,7,1,2010,11,8,50
3117,23351,23486,7,2,2010,12,16,2
3118,23351,35480,1,9,2007,19,30,13
3119,23351,71214,20,12,2007,21,30,5
3120,23351,75324,15,5,2008,14,32,16
3121,23367,15905,10,2,2009,19,51,55
3122,23367,51780,10,2,2009,19,57,5
3123,23367,64486,28,4,2010,20,38,31
3124,23367,80773,10,3,2010,16,52,58
3125,23367,91868,10,3,2010,18,35,39
3126,23367,105425,13,3,2010,15,24,11
3127,23367,105581,5,3,2010,19,19,40
3128,23486,1933,11,2,2008,20,42,54
3129,23486,12623,9,8,2006,3,53,24
3130,23486,15991,4,5,2006,16,18,55
3131,23486,23351,13,2,2010,9,37,39
3132,23486,36075,11,8,2006,20,7,2
3133,23486,51188,4,5,2006,16,18,55
3134,23486,60395,29,12,2006,4,12,56
3135,23486,73688,4,5,2006,16,18,55
3136,23486,75803,14,5,2007,6,6,26
3137,23486,78404,4,5,2006,16,18,55
3138,23486,95152,11,3,2007,10,41,56
3139,23523,5863,10,3,2008,14,14,33
3140,23523,7506,30,4,2007,7,54,13
3141,23523,9016,30,4,2007,5,27,34
3142,23595,9600,13,9,2007,10,7,5
3143,23595,27926,12,4,2009,20,13,11
3144,23595,33328,9,8,2007,12,4,42
3145,23595,54582,28,8,2007,14,53,58
3146,23595,57848,5,8,2007,18,8,39
3147,23595,58882,12,7,2007,22,19,12
3148,23595,62195,1,10,2007,16,26,2
3149,23595,62825,29,8,2008,14,40,27
3150,23595,89391,13,7,2007,11,15,56
3151,23595,106739,9,8,2007,11,55,7
3152,23650,12587,15,5,2010,4,10,44
3153,23650,15408,4,5,2006,16,18,55
3154,23650,25810,11,4,2007,7,2,33
3155,23650,31809,3,2,2009,8,53,20
3156,23650,40523,15,8,2007,18,26,30
3157,23650,98998,20,10,2007,4,9,55
3158,23687,18588,10,7,2006,5,43,23
3159,23687,45897,19,9,2006,10,15,26
3160,23687,47923,22,5,2007,15,4,31
3161,23687,53225,4,3,2008,22,33,15
3162,23687,76447,30,3,2007,15,56,55
3163,23723,16834,4,5,2006,16,18,55
3164,23723,32059,4,5,2006,16,18,55
3165,23723,32542,4,5,2006,16,18,55
3166,23723,46319,4,5,2006,16,18,55
3167,23723,52828,4,5,2006,16,18,55
3168,23723,58300,4,5,2006,16,18,55
3169,23723,69405,4,5,2006,16,18,55
3170,23723,84552,4,5,2006,16,18,55
3171,23723,97867,4,5,2006,16,18,55
3172,23849,57,29,7,2008,10,59,26
3173,23849,1263,1,4,2009,11,30,24
3174,23849,1423,13,2,2008,19,50,58
3175,23849,12299,20,9,2009,12,13,1
3176,23849,17308,2,1,2009,6,19,38
3177,23849,17711,8,3,2008,21,30,17
3178,23849,19812,2,9,2008,5,9,57
3179,23849,21566,7,10,2008,14,20,57
3180,23849,25795,18,2,2009,16,18,9
3181,23849,28115,19,5,2009,1,53,32
3182,23849,31994,30,9,2008,19,56,55
3183,23849,38220,17,4,2009,2,29,57
3184,23849,40523,3,1,2009,3,35,23
3185,23849,41911,6,3,2008,4,10,7
3186,23849,43070,27,10,2008,8,2,2
3187,23849,44166,12,3,2008,21,40,52
3188,23849,44712,7,3,2008,20,4,27
3189,23849,49031,11,6,2007,14,52,43
3190,23849,51985,2,10,2008,18,11,41
3191,23849,52177,11,6,2007,18,52,52
3192,23849,52355,5,9,2008,18,40,4
3193,23849,53624,24,10,2008,1,53,51
3194,23849,54005,28,7,2008,12,23,17
3195,23849,58464,3,4,2009,8,34,19
3196,23849,59979,23,3,2008,16,23,13
3197,23849,60349,27,11,2008,5,38,4
3198,23849,60597,22,4,2010,23,50,2
3199,23849,61823,7,3,2008,21,29,27
3200,23849,62346,6,5,2008,14,41,18
3201,23849,64555,15,9,2008,3,28,54
3202,23849,78108,17,3,2008,20,0,29
3203,23849,80743,26,3,2008,19,55,48
3204,23849,81173,15,8,2008,0,3,41
3205,23849,84229,4,3,2007,1,43,17
3206,23849,85166,24,6,2008,23,52,5
3207,23849,86268,17,1,2009,17,50,39
3208,23849,89990,16,4,2008,5,18,33
3209,23849,93594,14,6,2008,21,4,17
3210,23849,94089,1,5,2008,6,29,17
3211,23849,100668,17,7,2008,16,16,39
3212,23849,100884,10,3,2008,22,29,19
3213,23849,101198,23,1,2009,20,29,25
3214,23849,101946,9,6,2007,17,52,7
3215,23849,102248,21,9,2008,2,17,11
3216,23849,107636,13,5,2008,14,39,32
3217,23948,11428,3,3,2007,14,21,14
3218,23948,42250,23,9,2006,15,14,42
3219,23948,48330,7,5,2008,14,26,12
3220,23948,53464,13,1,2009,23,35,52
3221,23948,66388,23,5,2006,15,55,19
3222,23948,76837,4,10,2006,17,30,31
3223,23948,106104,3,11,2006,16,36,17
3224,23992,1933,11,2,2008,20,36,15
3225,23992,5424,16,3,2008,19,23,29
3226,23992,11109,31,5,2009,23,54,24
3227,23992,15991,31,3,2008,21,46,3
3228,23992,41330,23,1,2008,4,50,52
3229,23992,53806,19,1,2008,9,3,26
3230,23992,63556,3,6,2008,20,40,7
3231,23992,64027,19,6,2008,21,30,34
3232,23992,69550,21,9,2009,1,15,40
3233,23992,73688,30,1,2008,6,54,25
3234,23992,75803,20,5,2008,20,27,53
3235,23992,105096,2,12,2008,3,26,28
3236,24009,12925,19,11,2006,18,49,44
3237,24009,21307,17,1,2008,15,1,12
3238,24009,66388,4,5,2006,16,18,55
3239,24009,76837,4,10,2006,17,26,31
3240,24009,98636,3,8,2008,14,18,49
3241,24096,9766,4,6,2007,11,32,3
3242,24096,10289,31,8,2010,3,8,55
3243,24096,12034,2,9,2008,0,20,37
3244,24096,53225,5,3,2008,14,49,11
3245,24208,6263,26,11,2008,22,17,51
3246,24208,21862,11,12,2007,16,52,8
3247,24208,53147,7,9,2009,21,36,49
3248,24208,71322,8,9,2009,20,40,48
3249,24208,100456,20,10,2009,2,3,7
3250,24208,101084,12,12,2007,1,48,10
3251,24227,4237,26,8,2010,18,55,58
3252,24227,19688,26,8,2010,21,38,59
3253,24227,32910,26,8,2010,19,4,6
3254,24227,35030,26,8,2010,18,55,44
3255,24227,104743,26,8,2010,20,21,29
3256,24242,17187,18,2,2010,0,50,22
3257,24242,27025,16,2,2010,22,25,16
3258,24242,48485,16,2,2010,22,25,49
3259,24242,61308,16,2,2010,22,45,32
3260,24242,65038,16,2,2010,22,29,33
3261,24242,78703,16,2,2010,22,26,37
3262,24242,91110,16,2,2010,22,26,38
3263,24266,14288,6,3,2009,15,0,26
3264,24266,33045,20,3,2009,13,28,18
3265,24266,48697,7,3,2009,18,32,43
3266,24266,49792,20,3,2009,0,33,19
3267,24266,71371,6,3,2009,20,35,52
3268,24346,2300,17,9,2009,3,5,53
3269,24346,22791,23,9,2009,23,47,8
3270,24346,25515,25,9,2009,19,15,12
3271,24346,40146,17,9,2009,16,17,39
3272,24346,43204,16,9,2009,18,6,38
3273,24346,54425,24,9,2009,4,59,54
3274,24346,72574,25,9,2009,18,16,27
3275,24346,74053,23,9,2009,19,51,9
3276,24346,81392,18,9,2009,3,14,27
3277,24346,94012,17,9,2009,23,19,11
3278,24346,105759,24,9,2009,15,54,26
3279,24404,6020,17,1,2007,15,46,15
3280,24404,27541,15,11,2007,8,40,14
3281,24404,57122,13,9,2007,15,38,53
3282,24404,67794,17,1,2007,15,54,51
3283,24404,77527,22,12,2006,17,35,14
